Date,Workout,Exercise,Weight,Sets,Reps
2017-05-15,Power Upper,Skullcrushers,70,3,10
2017-06-01,Power Upper,Skullcrushers,60,3,10
2017-06-05,Power Upper,Skullcrushers,60,3,10
2017-06-12,Power Upper,Skullcrushers,60,3,10
2017-06-17,Power Upper,Skullcrushers,60,3,10
2017-06-26,Power Upper,Skullcrushers,70,3,10
2017-07-18,Power Upper,Skullcrushers,60,3,10
2017-07-25,Power Upper,Skullcrushers,60,3,10
2017-07-31,Power Upper,Skullcrushers,60,3,10
2017-08-10,Power Upper,Skullcrushers,60,3,10
2017-08-14,Power Upper,Skullcrushers,70,3,10
2017-08-21,Power Upper,Skullcrushers,70,3,10
2017-08-28,Power Upper,Skullcrushers,70,3,10
2017-09-07,Power Upper,Skullcrushers,70,3,10
2017-09-11,Power Upper,Skullcrushers,70,3,10
2017-09-19,Power Upper,Skullcrushers,70,3,10
2017-09-25,Power Upper,Skullcrushers,70,3,10
2017-10-04,Power Upper,Skullcrushers,70,3,10
2017-10-12,Power Upper,Skullcrushers,60,3,10
2017-10-19,Power Upper,Skullcrushers,60,3,10
2017-10-26,Power Upper,Skullcrushers,60,3,10
2017-11-06,Power Upper,Skullcrushers,60,3,10
2016-12-27,Power Lower,Squats,155,3,5
2017-01-03,Power Lower,Squats,165,3,5
2017-01-10,Power Lower,Squats,175,3,5
2017-01-17,Power Lower,Squats,175,4,5
2017-01-24,Power Lower,Squats,180,4,5
2017-01-31,Power Lower,Squats,185,4,5
2017-02-07,Power Lower,Squats,185,4,5
2017-02-14,Power Lower,Squats,185,4,5
2017-02-21,Power Lower,Squats,190,4,5
2017-02-28,Power Lower,Squats,190,4,5
2017-03-07,Power Lower,Squats,190,4,5
2017-03-14,Power Lower,Squats,185,4,5
2017-03-22,Power Lower,Squats,165,4,5
2017-03-28,Power Lower,Squats,185,4,5
2017-04-04,Power Lower,Squats,185,4,5
2017-04-10,Power Lower,Squats,190,4,5
2017-04-18,Power Lower,Squats,190,4,5
2017-04-25,Power Lower,Squats,190,4,5
2017-05-02,Power Lower,Squats,165,4,5
2017-05-10,Power Lower,Squats,195,4,5
2017-05-16,Power Lower,Squats,195,4,5
2017-05-30,Power Lower,Squats,165,4,5
2017-06-06,Power Lower,Squats,175,4,5
2017-06-13,Power Lower,Squats,185,4,5
2017-06-20,Power Lower,Squats,195,4,5
2017-06-27,Power Lower,Squats,200,4,5
2017-07-19,Power Lower,Squats,165,4,5
2017-07-27,Power Lower,Squats,175,4,5
2017-08-02,Power Lower,Squats,180,4,5
2017-08-08,Power Lower,Squats,185,4,5
2017-08-15,Power Lower,Squats,190,4,5
2017-08-22,Power Lower,Squats,190,4,5
2017-08-29,Power Lower,Squats,190,4,5
2017-09-05,Power Lower,Squats,195,4,5
2017-09-12,Power Lower,Squats,185,4,5
2017-09-18,Power Lower,Squats,190,4,5
2017-09-26,Power Lower,Squats,195,4,5
2017-10-06,Power Lower,Squats,195,4,5
2017-10-13,Power Lower,Squats,185,4,5
2017-10-20,Power Lower,Squats,190,4,5
2017-10-30,Power Lower,Squats,175,4,5
2017-11-07,Power Lower,Squats,185,4,5
2016-12-27,Power Lower,Deadlift,185,3,5
2017-01-03,Power Lower,Deadlift,195,3,5
2017-01-10,Power Lower,Deadlift,205,3,5
2017-01-17,Power Lower,Deadlift,205,4,5
2017-01-24,Power Lower,Deadlift,205,4,5
2017-01-31,Power Lower,Deadlift,215,4,5
2017-02-07,Power Lower,Deadlift,215,4,5
2017-02-14,Power Lower,Deadlift,215,4,5
2017-02-21,Power Lower,Deadlift,225,4,5
2017-02-28,Power Lower,Deadlift,225,4,5
2017-03-07,Power Lower,Deadlift,225,4,5
2017-03-14,Power Lower,Deadlift,205,4,5
2017-03-22,Power Lower,Deadlift,205,4,5
2017-03-28,Power Lower,Deadlift,225,4,5
2017-04-04,Power Lower,Deadlift,225,4,5
2017-04-10,Power Lower,Deadlift,230,4,5
2017-04-18,Power Lower,Deadlift,235,4,5
2017-04-25,Power Lower,Deadlift,240,4,5
2017-05-02,Power Lower,Deadlift,245,4,5
2017-05-10,Power Lower,Deadlift,245,4,5
2017-05-16,Power Lower,Deadlift,235,4,5
2017-05-30,Power Lower,Deadlift,205,4,5
2017-06-06,Power Lower,Deadlift,215,4,5
2017-06-13,Power Lower,Deadlift,225,4,5
2017-06-20,Power Lower,Deadlift,225,4,5
2017-06-27,Power Lower,Deadlift,235,4,5
2017-07-19,Power Lower,Deadlift,185,4,5
2017-07-27,Power Lower,Deadlift,195,4,5
2017-08-02,Power Lower,Deadlift,200,4,5
2017-08-08,Power Lower,Deadlift,195,4,5
2017-08-15,Power Lower,Deadlift,200,4,5
2017-08-22,Power Lower,Deadlift,205,4,5
2017-08-29,Power Lower,Deadlift,210,4,5
2017-09-05,Power Lower,Deadlift,215,4,4
2017-09-12,Power Lower,Deadlift,215,4,5
2017-09-18,Power Lower,Deadlift,205,4,5
2017-09-26,Power Lower,Deadlift,215,4,5
2017-10-06,Power Lower,Deadlift,225,3,5
2017-10-13,Power Lower,Deadlift,225,3,5
2017-10-20,Power Lower,Deadlift,225,3,5
2017-10-30,Power Lower,Deadlift,225,3,5
2017-11-07,Power Lower,Deadlift,235,3,5
2016-12-27,Power Lower,Leg Press,140,3,10
2017-01-03,Power Lower,Leg Press,150,3,10
2017-01-10,Power Lower,Leg Press,160,3,10
2017-01-17,Power Lower,Leg Press,160,4,10
2017-01-24,Power Lower,Leg Press,160,4,12
2017-01-31,Power Lower,Leg Press,160,4,12
2017-02-07,Power Lower,Leg Press,160,4,14
2017-02-14,Power Lower,Leg Press,160,4,15
2017-02-21,Power Lower,Leg Press,160,4,15
2017-02-28,Power Lower,Leg Press,160,4,15
2017-03-07,Power Lower,Leg Press,180,4,10
2017-03-14,Power Lower,Leg Press,180,4,10
2017-03-22,Power Lower,Leg Press,180,4,10
2017-03-28,Power Lower,Leg Press,230,4,8
2017-04-04,Power Lower,Leg Press,230,4,8
2017-04-10,Power Lower,Leg Press,230,4,8
2017-04-18,Power Lower,Leg Press,230,4,9
2017-04-25,Power Lower,Leg Press,230,4,10
2017-05-02,Power Lower,Leg Press,230,4,10
2017-05-10,Power Lower,Leg Press,230,4,10
2017-05-16,Power Lower,Leg Press,230,4,10
2017-05-30,Power Lower,Leg Press,180,4,10
2017-06-06,Power Lower,Leg Press,180,4,10
2017-06-13,Power Lower,Leg Press,180,4,12
2017-06-20,Power Lower,Leg Press,180,4,13
2017-06-27,Power Lower,Leg Press,180,4,13
2017-07-19,Power Lower,Leg Press,140,4,15
2017-07-27,Power Lower,Leg Press,150,4,15
2017-08-02,Power Lower,Leg Press,150,4,15
2017-08-08,Power Lower,Leg Press,150,4,15
2017-08-15,Power Lower,Leg Press,150,4,15
2017-08-22,Power Lower,Leg Press,150,4,15
2017-08-29,Power Lower,Leg Press,150,4,15
2017-09-05,Power Lower,Leg Press,180,4,10
2017-09-12,Power Lower,Leg Press,180,4,12
2017-09-18,Power Lower,Leg Press,180,4,13
2017-09-26,Power Lower,Leg Press,180,4,15
2017-10-06,Power Lower,Leg Press,180,4,15
2017-10-13,Power Lower,Leg Press,180,4,15
2017-10-20,Power Lower,Leg Press,230,4,10
2017-10-30,Power Lower,Leg Press,230,4,10
2017-11-07,Power Lower,Leg Press,230,4,10
2016-12-27,Power Lower,Leg Curl,50,3,10
2017-01-03,Power Lower,Leg Curl,50,3,10
2017-01-10,Power Lower,Leg Curl,55,3,10
2017-01-17,Power Lower,Leg Curl,55,3,10
2017-01-24,Power Lower,Leg Curl,55,4,10
2017-01-31,Power Lower,Leg Curl,55,4,10
2017-02-07,Power Lower,Leg Curl,55,4,10
2017-02-14,Power Lower,Leg Curl,55,4,10
2017-02-21,Power Lower,Leg Curl,55,4,10
2017-02-28,Power Lower,Leg Curl,55,4,10
2017-03-07,Power Lower,Leg Curl,60,4,10
2017-03-14,Power Lower,Leg Curl,65,4,10
2017-03-22,Power Lower,Leg Curl,65,4,10
2017-03-28,Power Lower,Leg Curl,65,4,10
2017-04-04,Power Lower,Leg Curl,70,4,8
2017-04-10,Power Lower,Leg Curl,70,4,8
2017-04-18,Power Lower,Leg Curl,70,4,10
2017-04-25,Power Lower,Leg Curl,70,4,10
2017-05-02,Power Lower,Leg Curl,70,4,10
2017-05-10,Power Lower,Leg Curl,70,4,10
2017-05-16,Power Lower,Leg Curl,75,4,10
2017-05-30,Power Lower,Leg Curl,65,4,10
2017-06-06,Power Lower,Leg Curl,70,4,10
2017-06-13,Power Lower,Leg Curl,70,4,10
2017-06-20,Power Lower,Leg Curl,75,4,10
2017-06-27,Power Lower,Leg Curl,75,4,10
2017-07-19,Power Lower,Leg Curl,60,4,10
2017-07-27,Power Lower,Leg Curl,60,4,10
2017-08-02,Power Lower,Leg Curl,70,4,10
2017-08-08,Power Lower,Leg Curl,75,4,10
2017-08-15,Power Lower,Leg Curl,80,4,10
2017-08-22,Power Lower,Leg Curl,85,4,10
2017-08-29,Power Lower,Leg Curl,90,4,10
2017-09-05,Power Lower,Leg Curl,95,4,10
2017-09-12,Power Lower,Leg Curl,95,4,10
2017-09-18,Power Lower,Leg Curl,100,4,10
2017-09-26,Power Lower,Leg Curl,100,4,10
2017-10-06,Power Lower,Leg Curl,100,4,10
2017-10-13,Power Lower,Leg Curl,100,4,10
2017-10-20,Power Lower,Leg Curl,105,4,10
2017-10-30,Power Lower,Leg Curl,105,4,10
2017-11-07,Power Lower,Leg Curl,105,4,10
2016-12-27,Power Lower,Standing Calf Raise,135,3,8
2017-01-03,Power Lower,Standing Calf Raise,135,3,8
2017-01-10,Power Lower,Standing Calf Raise,135,3,10
2017-01-17,Power Lower,Standing Calf Raise,140,4,10
2017-01-24,Power Lower,Standing Calf Raise,140,4,10
2017-01-31,Power Lower,Standing Calf Raise,145,4,10
2017-02-07,Power Lower,Standing Calf Raise,150,4,10
2017-02-14,Power Lower,Standing Calf Raise,155,4,10
2017-02-21,Power Lower,Standing Calf Raise,155,4,10
2017-02-28,Power Lower,Standing Calf Raise,155,4,10
2017-03-07,Power Lower,Standing Calf Raise,155,4,10
2017-03-14,Power Lower,Standing Calf Raise,175,4,8
2017-03-22,Power Lower,Standing Calf Raise,175,4,10
2017-03-28,Power Lower,Standing Calf Raise,175,4,10
2017-04-04,Power Lower,Standing Calf Raise,175,4,10
2017-04-10,Power Lower,Standing Calf Raise,175,4,10
2017-04-18,Power Lower,Standing Calf Raise,180,4,10
2017-04-25,Power Lower,Standing Calf Raise,180,4,10
2017-05-02,Power Lower,Standing Calf Raise,175,4,10
2017-05-10,Power Lower,Standing Calf Raise,175,4,10
2017-05-16,Power Lower,Standing Calf Raise,195,4,10
2017-05-30,Power Lower,Standing Calf Raise,175,4,10
2017-06-06,Power Lower,Standing Calf Raise,175,4,10
2017-06-13,Power Lower,Standing Calf Raise,180,4,10
2017-06-20,Power Lower,Standing Calf Raise,180,4,10
2017-06-27,Power Lower,Standing Calf Raise,180,4,10
2017-07-19,Power Lower,Standing Calf Raise,100,4,10
2017-07-27,Power Lower,Standing Calf Raise,110,4,10
2017-08-02,Power Lower,Standing Calf Raise,115,4,10
2017-08-08,Power Lower,Standing Calf Raise,115,4,10
2017-08-15,Power Lower,Standing Calf Raise,110,4,10
2017-08-22,Power Lower,Standing Calf Raise,120,4,10
2017-08-29,Power Lower,Standing Calf Raise,125,4,10
2017-09-05,Power Lower,Standing Calf Raise,125,4,10
2017-09-12,Power Lower,Standing Calf Raise,125,4,10
2017-09-18,Power Lower,Standing Calf Raise,130,4,10
2017-09-26,Power Lower,Standing Calf Raise,130,4,10
2017-10-06,Power Lower,Standing Calf Raise,130,4,10
2017-10-13,Power Lower,Standing Calf Raise,130,4,10
2017-10-20,Power Lower,Standing Calf Raise,130,4,10
2017-10-30,Power Lower,Standing Calf Raise,130,4,10
2017-11-07,Power Lower,Standing Calf Raise,130,4,10
2016-12-29,Hypertrophy Upper,Incline Barbell Bench,10,3,12
2017-01-05,Hypertrophy Upper,Incline Barbell Bench,10,3,12
2017-01-12,Hypertrophy Upper,Incline Barbell Bench,12.5,3,12
2017-01-19,Hypertrophy Upper,Incline Barbell Bench,12.5,4,12
2017-01-26,Hypertrophy Upper,Incline Barbell Bench,15,4,12
2017-02-02,Hypertrophy Upper,Incline Barbell Bench,15,4,12
2017-02-09,Hypertrophy Upper,Incline Barbell Bench,15,4,12
2017-02-16,Hypertrophy Upper,Incline Barbell Bench,17.5,4,12
2017-02-20,Hypertrophy Upper,Incline Barbell Bench,17.5,4,12
2017-03-02,Hypertrophy Upper,Incline Barbell Bench,17.5,4,12
2017-03-09,Hypertrophy Upper,Incline Barbell Bench,20,4,12
2017-03-16,Hypertrophy Upper,Incline Barbell Bench,20,4,12
2017-03-19,Hypertrophy Upper,Incline Barbell Bench,20,4,12
2017-03-30,Hypertrophy Upper,Incline Barbell Bench,20,4,12
2017-04-06,Hypertrophy Upper,Incline Barbell Bench,25,4,8
2017-04-12,Hypertrophy Upper,Incline Barbell Bench,25,4,8
2017-04-17,Hypertrophy Upper,Incline Barbell Bench,25,4,8
2017-04-27,Hypertrophy Upper,Incline Barbell Bench,25,4,10
2017-05-04,Hypertrophy Upper,Incline Barbell Bench,25,4,8
2017-05-11,Hypertrophy Upper,Incline Barbell Bench,25,4,8
2017-05-18,Hypertrophy Upper,Incline Barbell Bench,30,4,10
2017-05-29,Hypertrophy Upper,Incline Barbell Bench,20,4,12
2017-06-08,Hypertrophy Upper,Incline Barbell Bench,20,4,12
2017-06-15,Hypertrophy Upper,Incline Barbell Bench,22.5,4,12
2017-06-22,Hypertrophy Upper,Incline Barbell Bench,25,4,12
2017-06-29,Hypertrophy Upper,Incline Barbell Bench,25,4,12
2017-07-22,Hypertrophy Upper,Incline Barbell Bench,20,4,10
2017-07-28,Hypertrophy Upper,Incline Barbell Bench,20,4,12
2017-08-03,Hypertrophy Upper,Incline Barbell Bench,22.5,4,12
2017-08-07,Hypertrophy Upper,Incline Barbell Bench,20,4,12
2017-08-17,Hypertrophy Upper,Incline Barbell Bench,22.5,4,12
2017-08-24,Hypertrophy Upper,Incline Barbell Bench,25,4,12
2017-08-31,Hypertrophy Upper,Incline Barbell Bench,27.5,4,12
2017-09-04,Hypertrophy Upper,Incline Barbell Bench,27.5,4,10
2017-09-14,Hypertrophy Upper,Incline Barbell Bench,27.5,4,12
2017-09-21,Hypertrophy Upper,Incline Barbell Bench,27.5,4,12
2017-09-27,Hypertrophy Upper,Incline Barbell Bench,27.5,4,12
2017-10-07,Hypertrophy Upper,Incline Barbell Bench,27.5,4,12
2017-10-16,Hypertrophy Upper,Incline Barbell Bench,30,4,10
2017-10-23,Hypertrophy Upper,Incline Barbell Bench,30,4,10
2017-10-31,Hypertrophy Upper,Incline Barbell Bench,30,4,10
2016-12-29,Hypertrophy Upper,Flat Bench Dumbbell Fly,15,3,12
2017-01-05,Hypertrophy Upper,Flat Bench Dumbbell Fly,17.5,3,12
2017-01-12,Hypertrophy Upper,Flat Bench Dumbbell Fly,20,3,12
2017-01-19,Hypertrophy Upper,Flat Bench Dumbbell Fly,20,4,12
2017-01-26,Hypertrophy Upper,Flat Bench Dumbbell Fly,22.5,4,12
2017-02-02,Hypertrophy Upper,Flat Bench Dumbbell Fly,25,4,12
2017-02-09,Hypertrophy Upper,Flat Bench Dumbbell Fly,25,4,12
2017-02-16,Hypertrophy Upper,Flat Bench Dumbbell Fly,25,4,12
2017-02-20,Hypertrophy Upper,Flat Bench Dumbbell Fly,25,4,12
2017-03-02,Hypertrophy Upper,Flat Bench Dumbbell Fly,30,4,10
2017-03-09,Hypertrophy Upper,Flat Bench Dumbbell Fly,30,4,10
2017-03-16,Hypertrophy Upper,Flat Bench Dumbbell Fly,30,4,12
2017-03-19,Hypertrophy Upper,Flat Bench Dumbbell Fly,30,4,12
2017-03-30,Hypertrophy Upper,Flat Bench Dumbbell Fly,30,4,12
2017-04-06,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,10
2017-04-12,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,10
2017-04-17,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-04-27,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-05-04,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-05-11,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-05-18,Hypertrophy Upper,Flat Bench Dumbbell Fly,30,4,12
2017-05-29,Hypertrophy Upper,Flat Bench Dumbbell Fly,25,4,12
2017-06-08,Hypertrophy Upper,Flat Bench Dumbbell Fly,30,4,12
2017-06-15,Hypertrophy Upper,Flat Bench Dumbbell Fly,30,4,12
2017-06-22,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-06-29,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-07-22,Hypertrophy Upper,Flat Bench Dumbbell Fly,30,4,12
2017-07-28,Hypertrophy Upper,Flat Bench Dumbbell Fly,30,4,12
2017-08-03,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-08-07,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-08-17,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-08-24,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-08-31,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-09-04,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-09-14,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-09-21,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-09-27,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-10-07,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-10-16,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-10-23,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2017-10-31,Hypertrophy Upper,Flat Bench Dumbbell Fly,35,4,12
2016-12-29,Hypertrophy Upper,One Arm Dumbbell Row,35,3,10
2017-01-05,Hypertrophy Upper,One Arm Dumbbell Row,35,3,10
2017-01-12,Hypertrophy Upper,One Arm Dumbbell Row,35,3,12
2017-01-19,Hypertrophy Upper,One Arm Dumbbell Row,35,4,12
2017-01-26,Hypertrophy Upper,One Arm Dumbbell Row,35,4,12
2017-02-02,Hypertrophy Upper,One Arm Dumbbell Row,35,4,12
2017-02-09,Hypertrophy Upper,One Arm Dumbbell Row,35,4,12
2017-02-16,Hypertrophy Upper,One Arm Dumbbell Row,40,4,12
2017-02-20,Hypertrophy Upper,One Arm Dumbbell Row,40,4,12
2017-03-02,Hypertrophy Upper,One Arm Dumbbell Row,40,4,12
2017-03-09,Hypertrophy Upper,One Arm Dumbbell Row,40,4,12
2017-03-16,Hypertrophy Upper,One Arm Dumbbell Row,45,4,10
2017-03-19,Hypertrophy Upper,One Arm Dumbbell Row,45,4,12
2017-03-30,Hypertrophy Upper,One Arm Dumbbell Row,45,4,12
2017-04-06,Hypertrophy Upper,One Arm Dumbbell Row,50,4,12
2017-04-12,Hypertrophy Upper,One Arm Dumbbell Row,50,4,12
2017-04-17,Hypertrophy Upper,One Arm Dumbbell Row,50,4,12
2017-04-27,Hypertrophy Upper,One Arm Dumbbell Row,55,4,12
2017-05-04,Hypertrophy Upper,One Arm Dumbbell Row,45,4,10
2017-05-11,Hypertrophy Upper,One Arm Dumbbell Row,50,4,12
2017-05-18,Hypertrophy Upper,One Arm Dumbbell Row,55,4,12
2017-05-29,Hypertrophy Upper,One Arm Dumbbell Row,40,4,12
2017-06-08,Hypertrophy Upper,One Arm Dumbbell Row,45,4,12
2017-06-15,Hypertrophy Upper,One Arm Dumbbell Row,50,4,12
2017-06-22,Hypertrophy Upper,One Arm Dumbbell Row,50,4,12
2017-06-29,Hypertrophy Upper,One Arm Dumbbell Row,50,4,12
2017-07-22,Hypertrophy Upper,One Arm Dumbbell Row,40,4,12
2017-07-28,Hypertrophy Upper,One Arm Dumbbell Row,45,4,12
2017-08-03,Hypertrophy Upper,One Arm Dumbbell Row,45,4,12
2017-08-07,Hypertrophy Upper,One Arm Dumbbell Row,45,4,12
2017-08-17,Hypertrophy Upper,One Arm Dumbbell Row,50,4,12
2017-08-24,Hypertrophy Upper,One Arm Dumbbell Row,50,4,12
2017-08-31,Hypertrophy Upper,One Arm Dumbbell Row,50,4,12
2017-09-04,Hypertrophy Upper,One Arm Dumbbell Row,50,4,12
2017-09-14,Hypertrophy Upper,One Arm Dumbbell Row,50,4,12
2017-09-21,Hypertrophy Upper,One Arm Dumbbell Row,50,4,12
2017-09-27,Hypertrophy Upper,One Arm Dumbbell Row,50,4,12
2017-10-07,Hypertrophy Upper,One Arm Dumbbell Row,50,4,12
2017-10-16,Hypertrophy Upper,One Arm Dumbbell Row,55,4,12
2017-10-23,Hypertrophy Upper,One Arm Dumbbell Row,55,4,12
2017-10-31,Hypertrophy Upper,One Arm Dumbbell Row,55,4,12
2016-12-29,Hypertrophy Upper,Dumbbell Lateral Raise,12.5,3,12
2017-01-05,Hypertrophy Upper,Dumbbell Lateral Raise,15,3,10
2017-01-12,Hypertrophy Upper,Dumbbell Lateral Raise,15,3,10
2017-01-19,Hypertrophy Upper,Dumbbell Lateral Raise,15,3,12
2017-01-26,Hypertrophy Upper,Dumbbell Lateral Raise,15,3,12
2017-02-02,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-02-09,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-02-16,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-02-20,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-03-02,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-03-09,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-03-16,Hypertrophy Upper,Dumbbell Lateral Raise,17.5,4,8
2017-03-19,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-03-30,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-04-06,Hypertrophy Upper,Dumbbell Lateral Raise,17.5,4,8
2017-04-12,Hypertrophy Upper,Dumbbell Lateral Raise,20,4,8
2017-04-17,Hypertrophy Upper,Dumbbell Lateral Raise,20,4,8
2017-04-27,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-05-04,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-05-11,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-05-18,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-05-29,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-06-08,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-06-15,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-06-22,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-06-29,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-07-22,Hypertrophy Upper,Dumbbell Lateral Raise,12,4,12
2017-07-28,Hypertrophy Upper,Dumbbell Lateral Raise,12.5,4,12
2017-08-03,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-08-07,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-08-17,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-08-24,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-08-31,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-09-04,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-09-14,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-09-21,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-09-27,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-10-07,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-10-16,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-10-23,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2017-10-31,Hypertrophy Upper,Dumbbell Lateral Raise,15,4,12
2016-12-29,Hypertrophy Upper,Incline Dumbbell Curl,20,3,10
2017-01-05,Hypertrophy Upper,Incline Dumbbell Curl,20,3,10
2017-01-12,Hypertrophy Upper,Incline Dumbbell Curl,20,3,10
2017-01-19,Hypertrophy Upper,Incline Dumbbell Curl,20,3,12
2017-01-26,Hypertrophy Upper,Incline Dumbbell Curl,20,3,12
2017-02-02,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-02-09,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-02-16,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-02-20,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-03-02,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-03-09,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-03-16,Hypertrophy Upper,Incline Dumbbell Curl,22.5,4,8
2017-03-19,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-03-30,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-04-06,Hypertrophy Upper,Incline Dumbbell Curl,22.5,4,8
2017-04-12,Hypertrophy Upper,Incline Dumbbell Curl,25,4,8
2017-04-17,Hypertrophy Upper,Incline Dumbbell Curl,25,4,8
2017-04-27,Hypertrophy Upper,Incline Dumbbell Curl,22.5,4,10
2017-05-04,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-05-11,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-05-18,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-05-29,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-06-08,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-06-15,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-06-22,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-06-29,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-07-22,Hypertrophy Upper,Incline Dumbbell Curl,15,4,12
2017-07-28,Hypertrophy Upper,Incline Dumbbell Curl,17.5,4,12
2017-08-03,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-08-07,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-08-17,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-08-24,Hypertrophy Upper,Incline Dumbbell Curl,20,4,12
2017-08-31,Hypertrophy Upper,Incline Dumbbell Curl,25,4,8
2017-09-04,Hypertrophy Upper,Incline Dumbbell Curl,25,4,10
2017-09-14,Hypertrophy Upper,Incline Dumbbell Curl,25,4,10
2017-09-21,Hypertrophy Upper,Incline Dumbbell Curl,25,4,12
2017-09-27,Hypertrophy Upper,Incline Dumbbell Curl,25,4,12
2017-10-07,Hypertrophy Upper,Incline Dumbbell Curl,25,4,10
2017-10-16,Hypertrophy Upper,Incline Dumbbell Curl,25,4,10
2017-10-23,Hypertrophy Upper,Incline Dumbbell Curl,25,4,12
2017-10-31,Hypertrophy Upper,Incline Dumbbell Curl,25,4,12
2016-12-29,Hypertrophy Upper,Cable Tricep Extension,30,3,12
2017-01-05,Hypertrophy Upper,Cable Tricep Extension,40,3,12
2017-01-12,Hypertrophy Upper,Cable Tricep Extension,40,3,12
2017-01-19,Hypertrophy Upper,Cable Tricep Extension,40,3,12
2017-01-26,Hypertrophy Upper,Cable Tricep Extension,45,3,12
2017-02-02,Hypertrophy Upper,Cable Tricep Extension,45,4,12
2017-02-09,Hypertrophy Upper,Cable Tricep Extension,45,4,12
2017-02-16,Hypertrophy Upper,Cable Tricep Extension,45,4,12
