Date,Workout,Exercise,Weight,Sets,Reps
2017-10-31,Hypertrophy Upper,One Arm DB Row,55,4,12
2017-11-09,Hypertrophy Upper,One Arm DB Row,55,4,12
2017-11-16,Hypertrophy Upper,One Arm DB Row,50,4,12
2017-11-23,Hypertrophy Upper,One Arm DB Row,55,4,12
2017-11-29,Hypertrophy Upper,One Arm DB Row,50,4,12
2017-12-05,Hypertrophy Upper,One Arm DB Row,55,4,12
2017-12-12,Hypertrophy Upper,One Arm DB Row,50,4,12
2017-12-16,Hypertrophy Upper,One Arm DB Row,50,4,12
2017-12-23,Hypertrophy Upper,One Arm DB Row,50,4,12
2018-01-08,Hypertrophy Upper,One Arm DB Row,55,4,12
2018-01-14,Hypertrophy Upper,One Arm DB Row,50,4,12
2018-01-21,Hypertrophy Upper,One Arm DB Row,50,4,12
2018-01-28,Hypertrophy Upper,One Arm DB Row,50,4,12
2018-02-03,Hypertrophy Upper,One Arm DB Row,50,4,12
2018-02-17,Hypertrophy Upper,One Arm DB Row,40,4,12
2018-02-24,Hypertrophy Upper,One Arm DB Row,45,4,12
2018-03-02,Hypertrophy Upper,One Arm DB Row,45,4,12
2018-03-08,Hypertrophy Upper,One Arm DB Row,50,4,12
2018-03-15,Hypertrophy Upper,One Arm DB Row,50,4,12
2018-03-21,Hypertrophy Upper,One Arm DB Row,50,4,12
2018-03-28,Hypertrophy Upper,One Arm DB Row,50,4,12
2018-04-03,Hypertrophy Upper,One Arm DB Row,55,4,12
2018-04-10,Hypertrophy Upper,One Arm DB Row,55,4,12
2018-04-16,Hypertrophy Upper,One Arm DB Row,50,4,12
2018-04-23,Hypertrophy Upper,One Arm DB Row,60,4,12
2018-04-30,Hypertrophy Upper,One Arm DB Row,55,4,12
2018-05-06,Hypertrophy Upper,One Arm DB Row,55,4,12
2018-05-16,Hypertrophy Upper,One Arm DB Row,50,4,12
2018-05-22,Hypertrophy Upper,One Arm DB Row,55,4,12
2018-05-31,Hypertrophy Upper,One Arm DB Row,55,4,12
2018-06-06,Hypertrophy Upper,One Arm DB Row,55,4,12
2018-06-12,Hypertrophy Upper,One Arm DB Row,55,4,12
2018-06-19,Hypertrophy Upper,One Arm DB Row,50,4,12
2018-06-25,Hypertrophy Upper,One Arm DB Row,55,4,12
2018-07-03,Hypertrophy Upper,One Arm DB Row,55,4,12
2018-07-09,Hypertrophy Upper,One Arm DB Row,60,4,12
2018-07-16,Hypertrophy Upper,One Arm DB Row,60,4,12
2018-07-23,Hypertrophy Upper,One Arm DB Row,55,4,12
2018-08-06,Hypertrophy Upper,One Arm DB Row,50,4,10
2018-08-17,Hypertrophy Upper,One Arm DB Row,45,4,12
2018-08-21,Hypertrophy Upper,One Arm DB Row,45,4,12
2018-08-28,Hypertrophy Upper,One Arm DB Row,50,4,12
2016-12-29,Hypertrophy Upper,Incline DB Curl,20,3,10
2017-01-05,Hypertrophy Upper,Incline DB Curl,20,3,10
2017-01-12,Hypertrophy Upper,Incline DB Curl,20,3,10
2017-01-19,Hypertrophy Upper,Incline DB Curl,20,3,12
2017-01-26,Hypertrophy Upper,Incline DB Curl,20,3,12
2017-02-02,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-02-09,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-02-16,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-02-20,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-03-02,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-03-09,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-03-16,Hypertrophy Upper,Incline DB Curl,22.5,4,8
2017-03-19,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-03-30,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-04-06,Hypertrophy Upper,Incline DB Curl,22.5,4,8
2017-04-12,Hypertrophy Upper,Incline DB Curl,25,4,8
2017-04-17,Hypertrophy Upper,Incline DB Curl,25,4,8
2017-04-27,Hypertrophy Upper,Incline DB Curl,22.5,4,10
2017-05-04,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-05-11,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-05-18,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-05-29,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-06-08,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-06-15,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-06-22,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-06-29,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-07-22,Hypertrophy Upper,Incline DB Curl,15,4,12
2017-07-28,Hypertrophy Upper,Incline DB Curl,17.5,4,12
2017-08-03,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-08-07,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-08-17,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-08-24,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-08-31,Hypertrophy Upper,Incline DB Curl,25,4,8
2017-09-04,Hypertrophy Upper,Incline DB Curl,25,4,10
2017-09-14,Hypertrophy Upper,Incline DB Curl,25,4,10
2017-09-21,Hypertrophy Upper,Incline DB Curl,25,4,12
2017-09-27,Hypertrophy Upper,Incline DB Curl,25,4,12
2017-10-07,Hypertrophy Upper,Incline DB Curl,25,4,10
2017-10-16,Hypertrophy Upper,Incline DB Curl,25,4,10
2017-10-23,Hypertrophy Upper,Incline DB Curl,25,4,12
2017-10-31,Hypertrophy Upper,Incline DB Curl,25,4,12
2017-11-09,Hypertrophy Upper,Incline DB Curl,25,4,10
2017-11-16,Hypertrophy Upper,Incline DB Curl,20,4,12
2017-11-23,Hypertrophy Upper,Incline DB Curl,25,4,10
2017-11-29,Hypertrophy Upper,Incline DB Curl,25,4,10
2017-12-05,Hypertrophy Upper,Incline DB Curl,25,4,10
2017-12-12,Hypertrophy Upper,Incline DB Curl,22.5,4,12
2017-12-16,Hypertrophy Upper,Incline DB Curl,25,4,10
2017-12-23,Hypertrophy Upper,Incline DB Curl,25,4,10
2018-01-08,Hypertrophy Upper,Incline DB Curl,25,4,10
2018-01-14,Hypertrophy Upper,Incline DB Curl,25,4,10
2018-01-21,Hypertrophy Upper,Incline DB Curl,25,4,10
2018-01-28,Hypertrophy Upper,Incline DB Curl,25,4,10
2018-02-03,Hypertrophy Upper,Incline DB Curl,25,4,10
2018-02-17,Hypertrophy Upper,Incline DB Curl,20,4,12
2018-02-24,Hypertrophy Upper,Incline DB Curl,20,4,12
2018-03-02,Hypertrophy Upper,Incline DB Curl,22.5,4,12
2018-03-08,Hypertrophy Upper,Incline DB Curl,25,4,10
2018-03-15,Hypertrophy Upper,Incline DB Curl,22.5,4,12
2018-03-21,Hypertrophy Upper,Incline DB Curl,22.5,4,12
2018-03-28,Hypertrophy Upper,Incline DB Curl,25,4,10
2018-04-03,Hypertrophy Upper,Incline DB Curl,25,4,10
2018-04-10,Hypertrophy Upper,Incline DB Curl,25,4,11
2018-04-16,Hypertrophy Upper,Incline DB Curl,25,4,10
2018-04-23,Hypertrophy Upper,Incline DB Curl,25,4,10
2018-04-30,Hypertrophy Upper,Incline DB Curl,25,4,10
2018-05-06,Hypertrophy Upper,Incline DB Curl,20,4,12
2018-05-16,Hypertrophy Upper,Incline DB Curl,20,4,12
2018-05-22,Hypertrophy Upper,Incline DB Curl,22.5,4,12
2018-05-31,Hypertrophy Upper,Incline DB Curl,25,4,10
2018-06-06,Hypertrophy Upper,Incline DB Curl,25,4,11
2018-06-12,Hypertrophy Upper,Incline DB Curl,25,4,11
2018-06-19,Hypertrophy Upper,Incline DB Curl,25,4,11
2018-06-25,Hypertrophy Upper,Incline DB Curl,25,4,11
2018-07-03,Hypertrophy Upper,Incline DB Curl,20,4,12
2018-07-09,Hypertrophy Upper,Incline DB Curl,22.5,4,11
2018-07-16,Hypertrophy Upper,Incline DB Curl,22.5,4,12
2018-07-23,Hypertrophy Upper,Incline DB Curl,22.5,4,12
2018-08-06,Hypertrophy Upper,Incline DB Curl,20,4,12
2018-08-17,Hypertrophy Upper,Incline DB Curl,20,4,12
2018-08-21,Hypertrophy Upper,Incline DB Curl,20,4,12
2018-08-28,Hypertrophy Upper,Incline DB Curl,20,4,12
2016-12-29,Hypertrophy Upper,DB Lateral Raise,12.5,3,12
2017-01-05,Hypertrophy Upper,DB Lateral Raise,15,3,10
2017-01-12,Hypertrophy Upper,DB Lateral Raise,15,3,10
2017-01-19,Hypertrophy Upper,DB Lateral Raise,15,3,12
2017-01-26,Hypertrophy Upper,DB Lateral Raise,15,3,12
2017-02-02,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-02-09,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-02-16,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-02-20,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-03-02,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-03-09,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-03-16,Hypertrophy Upper,DB Lateral Raise,17.5,4,8
2017-03-19,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-03-30,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-04-06,Hypertrophy Upper,DB Lateral Raise,17.5,4,8
2017-04-12,Hypertrophy Upper,DB Lateral Raise,20,4,8
2017-04-17,Hypertrophy Upper,DB Lateral Raise,20,4,8
2017-04-27,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-05-04,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-05-11,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-05-18,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-05-29,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-06-08,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-06-15,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-06-22,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-06-29,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-07-22,Hypertrophy Upper,DB Lateral Raise,12,4,12
2017-07-28,Hypertrophy Upper,DB Lateral Raise,12.5,4,12
2017-08-03,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-08-07,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-08-17,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-08-24,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-08-31,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-09-04,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-09-14,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-09-21,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-09-27,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-10-07,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-10-16,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-10-23,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-10-31,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-11-09,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-11-16,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-11-23,Hypertrophy Upper,DB Lateral Raise,17.5,4,12
2017-11-29,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-12-05,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-12-12,Hypertrophy Upper,DB Lateral Raise,17.5,4,10
2017-12-16,Hypertrophy Upper,DB Lateral Raise,15,4,12
2017-12-23,Hypertrophy Upper,DB Lateral Raise,15,4,12
2018-01-08,Hypertrophy Upper,DB Lateral Raise,17.5,4,10
2018-01-14,Hypertrophy Upper,DB Lateral Raise,15,4,12
2018-01-21,Hypertrophy Upper,DB Lateral Raise,15,4,12
2018-01-28,Hypertrophy Upper,DB Lateral Raise,15,4,12
2018-02-03,Hypertrophy Upper,DB Lateral Raise,15,4,12
2018-02-17,Hypertrophy Upper,DB Lateral Raise,12,4,12
2018-02-24,Hypertrophy Upper,DB Lateral Raise,15,4,12
2018-03-02,Hypertrophy Upper,DB Lateral Raise,17.5,4,12
2018-03-08,Hypertrophy Upper,DB Lateral Raise,15,4,12
2018-03-15,Hypertrophy Upper,DB Lateral Raise,17.5,4,12
2018-03-21,Hypertrophy Upper,DB Lateral Raise,20,4,12
2018-03-28,Hypertrophy Upper,DB Lateral Raise,20,4,12
2018-04-03,Hypertrophy Upper,DB Lateral Raise,20,4,12
2018-04-10,Hypertrophy Upper,DB Lateral Raise,15,4,12
2018-04-16,Hypertrophy Upper,DB Lateral Raise,15,4,12
2018-04-23,Hypertrophy Upper,DB Lateral Raise,17.5,4,12
2018-04-30,Hypertrophy Upper,DB Lateral Raise,15,4,12
2018-05-06,Hypertrophy Upper,DB Lateral Raise,15,4,12
2018-05-16,Hypertrophy Upper,DB Lateral Raise,15,4,12
2018-05-22,Hypertrophy Upper,DB Lateral Raise,17.5,4,12
2018-05-31,Hypertrophy Upper,DB Lateral Raise,17.5,4,12
2018-06-06,Hypertrophy Upper,DB Lateral Raise,17.5,4,12
2018-06-12,Hypertrophy Upper,DB Lateral Raise,20,4,10
2018-06-19,Hypertrophy Upper,DB Lateral Raise,20,4,11
2018-06-25,Hypertrophy Upper,DB Lateral Raise,20,4,12
2018-07-03,Hypertrophy Upper,DB Lateral Raise,17.5,4,12
2018-07-09,Hypertrophy Upper,DB Lateral Raise,20,4,12
2018-07-16,Hypertrophy Upper,DB Lateral Raise,20,4,12
2018-07-23,Hypertrophy Upper,DB Lateral Raise,17.5,4,12
2018-08-06,Hypertrophy Upper,DB Lateral Raise,15,4,12
2018-08-17,Hypertrophy Upper,DB Lateral Raise,15,4,12
2018-08-21,Hypertrophy Upper,DB Lateral Raise,12.5,4,12
2018-08-28,Hypertrophy Upper,DB Lateral Raise,15,4,12
2016-12-29,Hypertrophy Upper,Seated Cable Row,35,3,8
2017-01-05,Hypertrophy Upper,Seated Cable Row,35,3,10
2017-01-12,Hypertrophy Upper,Seated Cable Row,35,3,12
2017-01-19,Hypertrophy Upper,Seated Cable Row,35,4,12
2017-01-26,Hypertrophy Upper,Seated Cable Row,40,4,12
2017-02-02,Hypertrophy Upper,Seated Cable Row,42.5,4,12
2017-02-09,Hypertrophy Upper,Seated Cable Row,42.5,4,12
2017-02-16,Hypertrophy Upper,Seated Cable Row,42.5,4,12
2017-02-20,Hypertrophy Upper,Seated Cable Row,42.5,4,12
2017-03-02,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-03-09,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-03-16,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-03-19,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-03-30,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-04-06,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-04-12,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-04-17,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-04-27,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-05-04,Hypertrophy Upper,Seated Cable Row,50,4,10
2017-05-11,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-05-18,Hypertrophy Upper,Seated Cable Row,55,4,12
2017-05-29,Hypertrophy Upper,Seated Cable Row,45,4,12
2017-06-08,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-06-15,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-06-22,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-06-29,Hypertrophy Upper,Seated Cable Row,60,4,12
2017-07-22,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-07-28,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-08-03,Hypertrophy Upper,Seated Cable Row,55,4,12
2017-08-07,Hypertrophy Upper,Seated Cable Row,55,4,12
2017-08-17,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-08-24,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-08-31,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-09-04,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-09-14,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-09-21,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-09-27,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-10-07,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-10-16,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-10-23,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-10-31,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-11-09,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-11-16,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-11-23,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-11-29,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-12-05,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-12-12,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-12-16,Hypertrophy Upper,Seated Cable Row,50,4,12
2017-12-23,Hypertrophy Upper,Seated Cable Row,50,4,12
2018-01-08,Hypertrophy Upper,Seated Cable Row,50,4,12
2018-01-14,Hypertrophy Upper,Seated Cable Row,45,3,12
2018-01-21,Hypertrophy Upper,Seated Cable Row,45,4,12
2018-01-28,Hypertrophy Upper,Seated Cable Row,45,4,12
2018-02-03,Hypertrophy Upper,Seated Cable Row,45,4,12
2018-02-17,Hypertrophy Upper,Seated Cable Row,40,4,12
2018-02-24,Hypertrophy Upper,Seated Cable Row,45,4,12
2018-03-02,Hypertrophy Upper,Seated Cable Row,45,4,12
2018-03-08,Hypertrophy Upper,Seated Cable Row,50,4,12
2018-03-15,Hypertrophy Upper,Seated Cable Row,50,4,12
2018-03-21,Hypertrophy Upper,Seated Cable Row,55,4,12
2018-03-28,Hypertrophy Upper,Seated Cable Row,55,4,12
2018-04-03,Hypertrophy Upper,Seated Cable Row,55,4,12
2018-04-10,Hypertrophy Upper,Seated Cable Row,60,4,12
2018-04-16,Hypertrophy Upper,Seated Cable Row,55,4,12
2018-04-23,Hypertrophy Upper,Seated Cable Row,55,4,12
2018-04-30,Hypertrophy Upper,Seated Cable Row,60,4,12
2018-05-06,Hypertrophy Upper,Seated Cable Row,60,4,12
2018-05-16,Hypertrophy Upper,Seated Cable Row,55,4,12
2018-05-22,Hypertrophy Upper,Seated Cable Row,55,4,12
2018-05-31,Hypertrophy Upper,Seated Cable Row,55,4,12
2018-06-06,Hypertrophy Upper,Seated Cable Row,55,4,12
2018-06-12,Hypertrophy Upper,Seated Cable Row,55,4,12
2018-06-19,Hypertrophy Upper,Seated Cable Row,55,4,12
2018-06-25,Hypertrophy Upper,Seated Cable Row,55,4,12
2018-07-03,Hypertrophy Upper,Seated Cable Row,55,4,12
2018-07-09,Hypertrophy Upper,Seated Cable Row,55,4,12
2018-07-16,Hypertrophy Upper,Seated Cable Row,55,4,12
2018-07-23,Hypertrophy Upper,Seated Cable Row,60,4,12
2018-08-06,Hypertrophy Upper,Seated Cable Row,50,4,12
2018-08-17,Hypertrophy Upper,Seated Cable Row,50,4,12
2018-08-21,Hypertrophy Upper,Seated Cable Row,50,4,12
2018-08-28,Hypertrophy Upper,Seated Cable Row,50,4,12
2016-12-29,Hypertrophy Upper,Cable Tricep Ext.,30,3,12
2017-01-05,Hypertrophy Upper,Cable Tricep Ext.,40,3,12
2017-01-12,Hypertrophy Upper,Cable Tricep Ext.,40,3,12
2017-01-19,Hypertrophy Upper,Cable Tricep Ext.,40,3,12
2017-01-26,Hypertrophy Upper,Cable Tricep Ext.,45,3,12
2017-02-02,Hypertrophy Upper,Cable Tricep Ext.,45,4,12
2017-02-09,Hypertrophy Upper,Cable Tricep Ext.,45,4,12
2017-02-16,Hypertrophy Upper,Cable Tricep Ext.,45,4,12
2017-02-20,Hypertrophy Upper,Cable Tricep Ext.,45,4,12
2017-03-02,Hypertrophy Upper,Cable Tricep Ext.,45,4,12
2017-03-09,Hypertrophy Upper,Cable Tricep Ext.,45,4,12
2017-03-16,Hypertrophy Upper,Cable Tricep Ext.,50,4,10
2017-03-19,Hypertrophy Upper,Cable Tricep Ext.,50,4,10
2017-03-30,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-04-06,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-04-12,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-04-17,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-04-27,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-05-04,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-05-11,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-05-18,Hypertrophy Upper,Cable Tricep Ext.,55,4,12
2017-05-29,Hypertrophy Upper,Cable Tricep Ext.,45,4,12
2017-06-08,Hypertrophy Upper,Cable Tricep Ext.,45,4,12
2017-06-15,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-06-22,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-06-29,Hypertrophy Upper,Cable Tricep Ext.,60,4,12
2017-07-22,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-07-28,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-08-03,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-08-07,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-08-17,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-08-24,Hypertrophy Upper,Cable Tricep Ext.,55,4,12
2017-08-31,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-09-04,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-09-14,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-09-21,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-09-27,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-10-07,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-10-16,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-10-23,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-10-31,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-11-09,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-11-16,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-11-23,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-11-29,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-12-05,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-12-12,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-12-16,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2017-12-23,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2018-01-08,Hypertrophy Upper,Cable Tricep Ext.,40,4,12
2018-01-14,Hypertrophy Upper,Cable Tricep Ext.,45,3,12
2018-01-21,Hypertrophy Upper,Cable Tricep Ext.,45,4,12
2018-01-28,Hypertrophy Upper,Cable Tricep Ext.,45,4,12
2018-02-03,Hypertrophy Upper,Cable Tricep Ext.,45,4,12
2018-02-17,Hypertrophy Upper,Cable Tricep Ext.,40,4,12
2018-02-24,Hypertrophy Upper,Cable Tricep Ext.,45,4,12
2018-03-02,Hypertrophy Upper,Cable Tricep Ext.,35,3,12
2018-03-08,Hypertrophy Upper,Cable Tricep Ext.,42.5,3,12
2018-03-15,Hypertrophy Upper,Cable Tricep Ext.,42.5,4,12
2018-03-21,Hypertrophy Upper,Cable Tricep Ext.,42.5,4,12
2018-03-28,Hypertrophy Upper,Cable Tricep Ext.,42.5,4,12
2018-04-03,Hypertrophy Upper,Cable Tricep Ext.,42.5,4,12
2018-04-10,Hypertrophy Upper,Cable Tricep Ext.,45,3,12
2018-04-16,Hypertrophy Upper,Cable Tricep Ext.,45,4,12
2018-04-23,Hypertrophy Upper,Cable Tricep Ext.,40,4,12
2018-04-30,Hypertrophy Upper,Cable Tricep Ext.,42.5,4,12
2018-05-06,Hypertrophy Upper,Cable Tricep Ext.,45,4,12
2018-05-16,Hypertrophy Upper,Cable Tricep Ext.,45,4,12
2018-05-22,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2018-05-31,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2018-06-06,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2018-06-12,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2018-06-19,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2018-06-25,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2018-07-03,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2018-07-09,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2018-07-16,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2018-07-23,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2018-08-06,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2018-08-17,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2018-08-21,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2018-08-28,Hypertrophy Upper,Cable Tricep Ext.,50,4,12
2016-12-30,Hypertrophy Lower,Front Squat,75,3,12
2017-01-07,Hypertrophy Lower,Front Squat,80,3,12
2017-01-13,Hypertrophy Lower,Front Squat,85,3,12
2017-01-21,Hypertrophy Lower,Front Squat,85,3,12
2017-01-28,Hypertrophy Lower,Front Squat,85,3,12
2017-02-03,Hypertrophy Lower,Front Squat,90,3,12
2017-02-10,Hypertrophy Lower,Front Squat,90,3,12
2017-02-24,Hypertrophy Lower,Front Squat,95,3,12
2017-03-04,Hypertrophy Lower,Front Squat,95,3,12
2017-03-10,Hypertrophy Lower,Front Squat,95,4,12
2017-03-17,Hypertrophy Lower,Front Squat,95,4,12
2017-03-31,Hypertrophy Lower,Front Squat,105,4,8
2017-04-08,Hypertrophy Lower,Front Squat,105,4,10
2017-04-15,Hypertrophy Lower,Front Squat,105,4,10
2017-04-21,Hypertrophy Lower,Front Squat,105,4,12
2017-04-30,Hypertrophy Lower,Front Squat,105,4,12
2017-05-19,Hypertrophy Lower,Front Squat,105,4,12
2017-06-03,Hypertrophy Lower,Front Squat,85,4,12
2017-06-10,Hypertrophy Lower,Front Squat,85,4,12
2017-06-16,Hypertrophy Lower,Front Squat,85,4,12
2017-06-23,Hypertrophy Lower,Front Squat,90,4,12
2017-07-24,Hypertrophy Lower,Front Squat,75,4,12
2017-07-30,Hypertrophy Lower,Front Squat,80,4,12
2017-08-05,Hypertrophy Lower,Front Squat,85,4,12
2017-08-11,Hypertrophy Lower,Front Squat,90,4,12
2017-08-18,Hypertrophy Lower,Front Squat,95,4,10
2017-08-25,Hypertrophy Lower,Front Squat,95,4,12
2017-09-01,Hypertrophy Lower,Front Squat,95,4,8
2017-09-08,Hypertrophy Lower,Front Squat,95,4,8
2017-09-15,Hypertrophy Lower,Front Squat,95,4,10
2017-09-22,Hypertrophy Lower,Front Squat,95,4,12
2017-10-03,Hypertrophy Lower,Front Squat,95,4,10
2017-10-10,Hypertrophy Lower,Front Squat,95,4,10
2017-10-17,Hypertrophy Lower,Front Squat,105,4,8
2017-10-24,Hypertrophy Lower,Front Squat,105,4,10
2017-11-02,Hypertrophy Lower,Front Squat,105,4,10
2017-11-10,Hypertrophy Lower,Front Squat,105,4,10
2017-11-19,Hypertrophy Lower,Front Squat,105,4,10
2017-11-25,Hypertrophy Lower,Front Squat,105,4,10
2017-12-01,Hypertrophy Lower,Front Squat,105,4,10
2017-12-07,Hypertrophy Lower,Front Squat,105,4,10
2017-12-14,Hypertrophy Lower,Front Squat,110,4,10
2017-12-21,Hypertrophy Lower,Front Squat,105,4,10
2017-12-30,Hypertrophy Lower,Front Squat,105,4,10
2018-01-09,Hypertrophy Lower,Front Squat,105,4,10
